Turn,Current_Player,Num_Turns,Resource_Bank,Dev_Card_Bank,Actions_Taken,RED_VP,RED_Settlements,RED_Cities,RED_Roads,RED_Dev_Cards,RED_Class,BLUE_VP,BLUE_Settlements,BLUE_Cities,BLUE_Roads,BLUE_Dev_Cards,BLUE_Class,WHITE_VP,WHITE_Settlements,WHITE_Cities,WHITE_Roads,WHITE_Dev_Cards,WHITE_Class,Num_Players,Winner,Game_ID
152,BLUE,53,"[16, 18, 19, 16, 17]",20,152,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
153,WHITE,54,"[16, 18, 19, 16, 17]",20,153,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
154,WHITE,54,"[16, 18, 19, 16, 17]",20,154,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
155,WHITE,54,"[16, 18, 19, 16, 17]",20,155,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
156,RED,55,"[16, 18, 19, 16, 17]",20,156,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
157,RED,55,"[16, 18, 18, 15, 17]",20,157,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
158,BLUE,56,"[16, 18, 18, 15, 17]",20,158,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
159,BLUE,56,"[16, 18, 17, 14, 17]",20,159,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
160,WHITE,57,"[16, 18, 17, 14, 17]",20,160,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
161,WHITE,57,"[16, 17, 15, 14, 17]",20,161,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
162,WHITE,57,"[16, 16, 18, 14, 17]",20,162,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
163,RED,58,"[16, 16, 18, 14, 17]",20,163,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
164,RED,58,"[16, 16, 18, 14, 17]",20,164,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
165,RED,58,"[16, 16, 18, 14, 17]",20,165,3,1,1,4,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
166,RED,58,"[17, 17, 18, 14, 17]",20,166,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
167,BLUE,59,"[17, 17, 18, 14, 17]",20,167,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
168,BLUE,59,"[17, 17, 18, 14, 17]",20,168,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
169,WHITE,60,"[17, 17, 18, 14, 17]",20,169,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
170,WHITE,60,"[17, 17, 18, 14, 17]",20,170,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
171,RED,61,"[17, 17, 18, 14, 17]",20,171,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
172,RED,61,"[17, 17, 18, 14, 17]",20,172,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
173,RED,61,"[17, 17, 18, 14, 17]",20,173,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
174,RED,61,"[17, 17, 18, 17, 16]",20,174,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
175,BLUE,62,"[17, 17, 18, 17, 16]",20,175,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
176,BLUE,62,"[17, 17, 18, 16, 15]",20,176,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
177,BLUE,62,"[17, 17, 19, 17, 16]",19,177,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
178,BLUE,62,"[17, 17, 19, 17, 16]",19,178,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
179,WHITE,63,"[17, 17, 19, 17, 16]",19,179,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
180,WHITE,63,"[17, 17, 19, 17, 16]",19,180,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
181,WHITE,63,"[17, 17, 19, 17, 16]",19,181,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
182,RED,64,"[17, 17, 19, 17, 16]",19,182,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
183,RED,64,"[17, 17, 18, 16, 16]",19,183,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
184,BLUE,65,"[17, 17, 18, 16, 16]",19,184,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
185,BLUE,65,"[17, 17, 18, 15, 15]",19,185,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
186,BLUE,65,"[17, 16, 18, 15, 17]",19,186,3,1,1,5,0,RandomPlayer,3,2,0,6,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
187,BLUE,65,"[18, 17, 18, 15, 17]",19,187,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
188,WHITE,66,"[18, 17, 18, 15, 17]",19,188,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
189,WHITE,66,"[18, 17, 18, 15, 17]",19,189,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
190,WHITE,66,"[18, 17, 18, 15, 17]",19,190,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
191,RED,67,"[18, 17, 18, 15, 17]",19,191,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
192,RED,67,"[18, 17, 18, 14, 16]",19,192,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
193,BLUE,68,"[18, 17, 18, 14, 16]",19,193,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
194,BLUE,68,"[18, 17, 18, 14, 16]",19,194,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
195,BLUE,68,"[18, 17, 18, 14, 16]",19,195,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
196,WHITE,69,"[18, 17, 18, 14, 16]",19,196,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
197,WHITE,69,"[18, 17, 17, 13, 16]",19,197,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
198,RED,70,"[18, 17, 17, 13, 16]",19,198,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
199,RED,70,"[18, 15, 17, 12, 16]",19,199,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
200,RED,70,"[17, 15, 17, 15, 16]",19,200,3,1,1,5,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
201,RED,70,"[18, 16, 17, 15, 16]",19,201,3,1,1,6,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
202,RED,70,"[19, 17, 17, 15, 16]",19,202,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
203,BLUE,71,"[19, 17, 17, 15, 16]",19,203,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
204,BLUE,71,"[19, 17, 17, 15, 16]",19,204,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
205,BLUE,71,"[19, 17, 17, 15, 16]",19,205,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
206,BLUE,71,"[19, 17, 17, 18, 15]",19,206,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
207,BLUE,71,"[19, 17, 17, 17, 17]",19,207,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
208,WHITE,72,"[19, 17, 17, 17, 17]",19,208,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
209,WHITE,72,"[19, 17, 16, 16, 17]",19,209,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
210,WHITE,72,"[19, 17, 19, 15, 17]",19,210,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
211,RED,73,"[19, 17, 19, 15, 17]",19,211,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
212,RED,73,"[19, 17, 19, 15, 16]",19,212,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
213,BLUE,74,"[19, 17, 19, 15, 16]",19,213,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
214,BLUE,74,"[19, 17, 19, 15, 16]",19,214,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
215,BLUE,74,"[19, 17, 19, 15, 16]",19,215,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
216,WHITE,75,"[19, 17, 19, 15, 16]",19,216,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
217,WHITE,75,"[19, 16, 19, 15, 16]",19,217,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
218,RED,76,"[19, 16, 19, 15, 16]",19,218,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
219,RED,76,"[19, 16, 19, 15, 16]",19,219,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
220,RED,76,"[19, 16, 19, 15, 16]",19,220,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
221,BLUE,77,"[19, 16, 19, 15, 16]",19,221,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
222,BLUE,77,"[19, 16, 19, 14, 15]",19,222,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
223,WHITE,78,"[19, 16, 19, 14, 15]",19,223,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
224,WHITE,78,"[19, 16, 19, 14, 15]",19,224,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
225,WHITE,78,"[19, 16, 19, 14, 15]",19,225,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
226,RED,79,"[19, 16, 19, 14, 15]",19,226,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
227,RED,79,"[19, 16, 19, 14, 15]",19,227,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
228,BLUE,80,"[19, 16, 19, 14, 15]",19,228,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
229,BLUE,80,"[19, 14, 19, 13, 15]",19,229,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
230,WHITE,81,"[19, 14, 19, 13, 15]",19,230,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
231,WHITE,81,"[19, 14, 19, 13, 15]",19,231,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
232,WHITE,81,"[19, 14, 19, 13, 15]",19,232,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
233,RED,82,"[19, 14, 19, 13, 15]",19,233,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
234,RED,82,"[19, 14, 19, 13, 15]",19,234,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
235,RED,82,"[19, 14, 19, 16, 14]",19,235,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
236,BLUE,83,"[19, 14, 19, 16, 14]",19,236,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
237,BLUE,83,"[19, 14, 19, 16, 14]",19,237,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
238,WHITE,84,"[19, 14, 19, 16, 14]",19,238,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
239,WHITE,84,"[19, 14, 18, 15, 14]",19,239,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
240,RED,85,"[19, 14, 18, 15, 14]",19,240,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
241,RED,85,"[19, 14, 18, 15, 14]",19,241,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
242,RED,85,"[19, 17, 18, 15, 13]",19,242,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
243,BLUE,86,"[19, 17, 18, 15, 13]",19,243,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
244,BLUE,86,"[19, 17, 17, 14, 13]",19,244,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
245,WHITE,87,"[19, 17, 17, 14, 13]",19,245,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
246,WHITE,87,"[19, 17, 17, 14, 13]",19,246,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
247,RED,88,"[19, 17, 17, 14, 13]",19,247,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
248,RED,88,"[19, 17, 17, 13, 12]",19,248,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
249,RED,88,"[19, 17, 16, 16, 12]",19,249,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
250,RED,88,"[18, 17, 16, 16, 15]",19,250,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
251,BLUE,89,"[18, 17, 16, 16, 15]",19,251,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
252,BLUE,89,"[18, 17, 15, 15, 15]",19,252,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
253,BLUE,89,"[18, 17, 14, 15, 17]",19,253,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
254,WHITE,90,"[18, 17, 14, 15, 17]",19,254,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
255,WHITE,90,"[18, 17, 14, 15, 17]",19,255,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
256,WHITE,90,"[18, 17, 17, 14, 17]",19,256,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
257,WHITE,90,"[17, 17, 17, 17, 17]",19,257,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
258,RED,91,"[17, 17, 17, 17, 17]",19,258,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
259,RED,91,"[17, 17, 17, 17, 17]",19,259,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
260,BLUE,92,"[17, 17, 17, 17, 17]",19,260,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
261,BLUE,92,"[17, 17, 17, 17, 16]",19,261,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
262,WHITE,93,"[17, 17, 17, 17, 16]",19,262,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
263,WHITE,93,"[17, 17, 17, 16, 15]",19,263,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,2,0,RandomPlayer,3,RED,2
264,WHITE,93,"[18, 18, 17, 16, 15]",19,264,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
265,WHITE,93,"[18, 18, 16, 16, 18]",19,265,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
266,RED,94,"[18, 18, 16, 16, 18]",19,266,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
267,RED,94,"[18, 18, 16, 16, 18]",19,267,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
268,BLUE,95,"[18, 18, 16, 16, 18]",19,268,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
269,BLUE,95,"[18, 18, 15, 15, 18]",19,269,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
270,BLUE,95,"[18, 18, 16, 16, 19]",18,270,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
271,WHITE,96,"[18, 18, 16, 16, 19]",18,271,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
272,WHITE,96,"[18, 18, 16, 16, 19]",18,272,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
273,WHITE,96,"[18, 18, 16, 16, 19]",18,273,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
274,RED,97,"[18, 18, 16, 16, 19]",18,274,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
275,RED,97,"[18, 18, 16, 16, 19]",18,275,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
276,RED,97,"[18, 17, 16, 19, 19]",18,276,3,1,1,7,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
277,RED,97,"[19, 18, 16, 19, 19]",18,277,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
278,BLUE,98,"[19, 18, 16, 19, 19]",18,278,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
279,BLUE,98,"[19, 18, 16, 18, 19]",18,279,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
280,BLUE,98,"[19, 18, 16, 18, 19]",18,280,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
281,BLUE,98,"[19, 18, 16, 18, 19]",18,281,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
282,WHITE,99,"[19, 18, 16, 18, 19]",18,282,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
283,WHITE,99,"[19, 16, 16, 17, 19]",18,283,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
284,RED,100,"[19, 16, 16, 17, 19]",18,284,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
285,RED,100,"[19, 16, 16, 17, 19]",18,285,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
286,RED,100,"[19, 16, 16, 17, 19]",18,286,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
287,BLUE,101,"[19, 16, 16, 17, 19]",18,287,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
288,BLUE,101,"[19, 16, 16, 17, 19]",18,288,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
289,WHITE,102,"[19, 16, 16, 17, 19]",18,289,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
290,WHITE,102,"[19, 16, 16, 16, 18]",18,290,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
291,RED,103,"[19, 16, 16, 16, 18]",18,291,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
292,RED,103,"[19, 16, 16, 16, 18]",18,292,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
293,BLUE,104,"[19, 16, 16, 16, 18]",18,293,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
294,BLUE,104,"[19, 15, 14, 16, 18]",18,294,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
295,BLUE,104,"[19, 15, 15, 17, 19]",17,295,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
296,BLUE,104,"[19, 15, 15, 17, 19]",17,296,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
297,BLUE,104,"[19, 15, 15, 17, 19]",17,297,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
298,WHITE,105,"[19, 15, 15, 17, 19]",17,298,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
299,WHITE,105,"[19, 15, 14, 16, 19]",17,299,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
300,WHITE,105,"[18, 15, 17, 16, 19]",17,300,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,3,0,RandomPlayer,3,RED,2
301,WHITE,105,"[19, 16, 17, 16, 19]",17,301,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,4,0,RandomPlayer,3,RED,2
302,RED,106,"[19, 16, 17, 16, 19]",17,302,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,4,0,RandomPlayer,3,RED,2
303,RED,106,"[19, 15, 15, 16, 19]",17,303,3,1,1,8,0,RandomPlayer,3,2,0,7,1,RandomPlayer,2,2,0,4,0,RandomPlayer,3,RED,2
